date,open,high,low,close,volume
2020-11-03,4.6900,4.8100,4.6507,4.7700,616018
2020-11-02,4.5900,4.6300,4.5800,4.6300,167459
2020-10-30,4.4400,4.5200,4.4300,4.4600,671182
2020-10-29,4.5300,4.5300,4.4800,4.4800,259418
2020-10-28,4.6200,4.6600,4.4800,4.5200,590456
2020-10-27,4.6700,4.7000,4.6600,4.6800,198539
2020-10-26,4.6900,4.6900,4.6200,4.6600,79693
2020-10-23,4.7300,4.7400,4.7100,4.7300,85624
2020-10-22,4.6900,4.7000,4.6600,4.6800,79002
2020-10-21,4.6700,4.7250,4.6700,4.7100,101463
2020-10-20,4.6300,4.6500,4.6300,4.6300,67266
2020-10-19,4.6600,4.6900,4.6300,4.6300,72717
2020-10-16,4.6200,4.6700,4.6200,4.6600,75282
2020-10-15,4.5700,4.6000,4.5600,4.6000,86473
2020-10-14,4.6400,4.6439,4.6000,4.6100,77260
2020-10-13,4.6400,4.6500,4.6200,4.6300,82127
2020-10-12,4.6300,4.6500,4.6100,4.6400,105307
2020-10-09,4.6200,4.6300,4.5700,4.5900,162515
2020-10-08,4.7200,4.7400,4.6900,4.7200,81887
2020-10-07,4.6700,4.6900,4.6500,4.6900,78702
2020-10-06,4.6700,4.6700,4.5900,4.6000,189552
2020-10-05,4.6400,4.6800,4.6300,4.6500,168946
2020-10-02,4.5200,4.5800,4.5200,4.5600,146946
2020-10-01,4.5800,4.6000,4.5600,4.5700,255497
2020-09-30,4.6100,4.6100,4.5600,4.5800,127010
2020-09-29,4.8000,4.8100,4.7300,4.7300,138280
2020-09-28,4.8600,4.8900,4.8400,4.8700,98895
2020-09-25,4.7200,4.7700,4.6900,4.7700,73519
2020-09-24,4.7000,4.7500,4.6800,4.7400,115171
2020-09-23,4.8000,4.8200,4.7200,4.7200,187483
2020-09-22,4.8100,4.8300,4.7600,4.8300,92187
2020-09-21,4.7900,4.8000,4.7400,4.8000,127260
2020-09-18,4.9300,4.9300,4.8800,4.9100,110088
2020-09-17,4.9700,5.0000,4.9600,4.9800,89258
2020-09-16,4.9800,5.0000,4.9300,4.9400,158339
2020-09-15,5.0700,5.0700,5.0300,5.0400,100384
2020-09-14,5.0900,5.1000,5.0600,5.0600,147698
2020-09-11,5.1100,5.1300,5.0900,5.1100,108808
2020-09-10,5.1000,5.1200,5.0800,5.0900,86839
2020-09-09,5.0600,5.1200,5.0600,5.1000,144773
2020-09-08,5.0600,5.1000,5.0300,5.0400,115398
2020-09-04,5.1400,5.1800,5.0820,5.1500,195094
2020-09-03,5.1500,5.1600,5.0600,5.0900,100315
2020-09-02,5.1600,5.1800,5.1200,5.1700,133005
2020-09-01,5.1600,5.1800,5.1400,5.1700,87188
2020-08-31,5.1600,5.1700,5.1300,5.1600,76657
2020-08-28,5.1500,5.1700,5.1300,5.1600,118031
2020-08-27,5.1600,5.1600,5.1100,5.1300,78172
2020-08-26,5.1300,5.1850,5.1300,5.1700,85541
2020-08-25,5.1500,5.1500,5.1200,5.1300,84670
2020-08-24,5.1400,5.1600,5.1200,5.1500,219529
2020-08-21,5.0700,5.0900,5.0600,5.0700,91482
2020-08-20,5.0600,5.0900,5.0500,5.0900,95607
2020-08-19,5.1000,5.1600,5.1000,5.1200,159137
2020-08-18,5.0900,5.0900,5.0500,5.0700,112724
2020-08-17,5.0900,5.0900,5.0600,5.0700,121564
2020-08-14,5.0400,5.0700,5.0300,5.0400,53113
2020-08-13,5.0600,5.0900,5.0400,5.0600,185871
2020-08-12,5.1300,5.1499,5.1100,5.1100,320535
2020-08-11,5.0700,5.1900,5.0600,5.1100,670569
2020-08-10,4.9100,4.9500,4.8899,4.9500,91479
2020-08-07,4.9100,4.9300,4.8700,4.9200,108241
2020-08-06,4.9100,4.9500,4.9000,4.9400,218228
2020-08-05,4.8900,4.9300,4.8700,4.9100,143629
2020-08-04,4.8100,4.8650,4.8100,4.8600,106222
2020-08-03,4.7800,4.8200,4.7150,4.8100,163346
2020-07-31,4.7100,4.7100,4.6650,4.6900,186021
2020-07-30,4.7200,4.7500,4.6800,4.7500,199331
2020-07-29,4.7900,5.0800,4.7500,4.9900,344515
2020-07-28,4.5200,4.5600,4.5100,4.5400,252528
2020-07-27,4.5700,4.5800,4.5300,4.5600,116515
2020-07-24,4.5400,4.5700,4.5000,4.5500,138597
2020-07-23,4.5900,4.5950,4.5400,4.5700,122853
2020-07-22,4.5700,4.6000,4.5575,4.6000,89530
2020-07-21,4.6000,4.6000,4.5700,4.5800,203807
2020-07-20,4.6000,4.6300,4.5900,4.6300,82281
2020-07-17,4.5600,4.5800,4.5600,4.5600,111547
2020-07-16,4.5400,4.5500,4.5300,4.5500,98855
2020-07-15,4.6300,4.6300,4.5750,4.5800,153670
2020-07-14,4.5900,4.6300,4.5700,4.6300,125223
2020-07-13,4.5700,4.5800,4.5100,4.5200,128109
2020-07-10,4.5600,4.5600,4.4900,4.5500,112287
2020-07-09,4.6200,4.6400,4.5500,4.5900,114662
2020-07-08,4.5400,4.6000,4.5400,4.5900,120929
2020-07-07,4.5300,4.5400,4.5000,4.5100,123609
2020-07-06,4.5400,4.5500,4.5100,4.5500,198446
2020-07-02,4.4500,4.5000,4.4300,4.4400,156383
2020-07-01,4.4300,4.4300,4.3900,4.4100,225640
2020-06-30,4.4500,4.4600,4.4200,4.4400,276374
2020-06-29,4.5300,4.5800,4.5300,4.5700,365370
2020-06-26,4.5800,4.5800,4.4700,4.4900,216639
2020-06-25,4.3900,4.4300,4.3600,4.4200,137726
2020-06-24,4.4900,4.4900,4.4100,4.4400,147061
2020-06-23,4.6100,4.6100,4.5400,4.5600,269432
2020-06-22,4.5000,4.5200,4.4700,4.5100,189253
2020-06-19,4.4900,4.4900,4.4200,4.4400,234222
2020-06-18,4.4100,4.4400,4.3800,4.4300,541912
2020-06-17,4.3900,4.4200,4.3600,4.3900,385674
2020-06-16,4.4400,4.4400,4.2800,4.3600,469796
2020-06-15,4.3000,4.3700,4.2700,4.3400,192045
2020-06-12,4.4000,4.4300,4.3300,4.4000,280820
2020-06-11,4.4200,4.4400,4.2900,4.2900,305220
2020-06-10,4.6600,4.6700,4.5900,4.6100,198277
2020-06-09,4.6400,4.6500,4.6000,4.6300,204413
2020-06-08,4.6900,4.7600,4.6900,4.7400,182444
2020-06-05,4.5700,4.6100,4.5600,4.5900,249348
2020-06-04,4.4600,4.4700,4.4100,4.4400,211484
2020-06-03,4.4700,4.5100,4.4700,4.4800,305622
2020-06-02,4.5500,4.5900,4.5100,4.5600,513844
2020-06-01,4.3700,4.4200,4.3600,4.4100,164115
2020-05-29,4.2600,4.2700,4.2100,4.2600,285420
2020-05-28,4.3400,4.4000,4.3200,4.3500,223367
2020-05-27,4.2900,4.3100,4.2300,4.2800,466415
2020-05-26,4.0200,4.0700,3.9700,4.0400,372048
2020-05-22,3.8600,3.8600,3.8000,3.8300,250364
2020-05-21,3.9200,3.9200,3.8600,3.8800,225603
2020-05-20,3.9200,3.9400,3.8700,3.8900,378650
2020-05-19,3.9200,3.9300,3.8300,3.8400,921499
2020-05-18,3.8500,3.8900,3.7900,3.8700,430927
2020-05-15,3.7600,3.7800,3.7200,3.7300,291761
2020-05-14,3.7800,3.8200,3.7400,3.8000,261330
2020-05-13,3.8900,3.8900,3.7900,3.8200,265975
2020-05-12,3.9300,3.9400,3.8200,3.8300,383186
2020-05-11,4.0000,4.0000,3.9000,3.9700,361102
2020-05-08,4.1600,4.1600,4.0800,4.1000,192142
2020-05-07,4.0800,4.0900,3.9900,4.0400,449138
2020-05-06,4.1100,4.1100,4.0300,4.0300,234946
2020-05-05,4.0900,4.1100,4.0400,4.0700,380425
2020-05-04,4.0700,4.0800,4.0100,4.0100,330727
2020-05-01,4.1100,4.1400,4.0700,4.1100,224588
2020-04-30,4.2100,4.2200,4.1100,4.1400,381512
2020-04-29,4.1800,4.2100,4.1400,4.1600,220118
2020-04-28,4.1100,4.1100,4.0400,4.0700,425276
2020-04-27,3.9700,4.0600,3.9700,4.0200,347437
2020-04-24,4.0000,4.0000,3.9100,3.9300,264751
2020-04-23,4.0400,4.0800,4.0000,4.0100,209329
2020-04-22,4.0400,4.0500,4.0000,4.0000,264059
2020-04-21,3.9400,4.0100,3.8700,3.8700,533889
2020-04-20,3.8600,3.9400,3.8300,3.8400,383540
2020-04-17,3.8400,3.8600,3.8100,3.8400,330301
2020-04-16,3.8300,3.8300,3.7700,3.8000,287086
2020-04-15,3.9200,3.9400,3.8700,3.8900,506890
2020-04-14,4.0700,4.1100,4.0100,4.0600,558416
2020-04-13,4.0400,4.0400,3.9600,3.9900,410734
2020-04-09,4.1300,4.2000,4.0600,4.0800,592420
2020-04-08,4.2000,4.2200,4.1500,4.1800,618799
2020-04-07,4.3500,4.3500,4.1400,4.1600,713829
2020-04-06,4.0500,4.1600,4.0200,4.1500,554857
2020-04-03,3.8400,3.8500,3.7700,3.7900,671445
2020-04-02,3.8700,3.9200,3.7900,3.9100,385070
2020-04-01,3.9900,4.0800,3.9500,3.9800,740354
2020-03-31,4.2400,4.3600,4.2000,4.2700,461671
2020-03-30,4.4400,4.5600,4.3900,4.5200,495456
2020-03-27,4.3400,4.4500,4.2500,4.3800,331988
2020-03-26,4.4900,4.5200,4.4000,4.5200,467115
2020-03-25,4.3700,4.5000,4.2300,4.4100,731708
2020-03-24,4.1300,4.3000,4.1000,4.2900,698536
2020-03-23,3.8600,3.8900,3.7100,3.7600,786330
2020-03-20,4.0900,4.1100,3.8900,3.9200,835159
2020-03-19,3.8500,4.0800,3.8000,3.9600,841932
2020-03-18,3.6900,3.8800,3.6500,3.7600,559424
2020-03-17,3.7900,3.9800,3.7400,3.9700,979903
2020-03-16,3.5500,3.8800,3.5500,3.6700,687373
2020-03-13,3.8300,3.8600,3.7300,3.8300,504942
2020-03-12,3.7700,3.7700,3.5700,3.6000,821606
2020-03-11,4.0900,4.1200,3.9900,4.0200,684928
2020-03-10,4.1500,4.2600,4.0500,4.2500,524317
2020-03-09,3.7500,4.0000,3.7500,3.8600,466299
2020-03-06,4.2400,4.3200,4.2100,4.2400,319653
2020-03-05,4.4600,4.5200,4.4500,4.4900,820351
2020-03-04,4.5200,4.5700,4.4700,4.5700,371313
2020-03-03,4.5500,4.6000,4.4200,4.4800,415379
2020-03-02,4.5100,4.5800,4.4500,4.5800,274294
2020-02-28,4.3300,4.4300,4.2900,4.4300,272779
2020-02-27,4.5700,4.5800,4.4700,4.4900,293600
2020-02-26,4.7500,4.7900,4.7200,4.7600,152629
2020-02-25,4.8000,4.8000,4.6800,4.6900,152519
2020-02-24,4.8000,4.8600,4.7600,4.8000,199680
2020-02-21,5.0300,5.0300,4.9900,5.0000,70252
2020-02-20,5.0600,5.0900,5.0300,5.0700,86206
2020-02-19,5.0800,5.1000,5.0700,5.0800,130240
2020-02-18,5.0600,5.0800,5.0000,5.0800,116577
2020-02-14,5.1100,5.1100,5.0600,5.0600,98934
2020-02-13,5.1200,5.1300,5.0900,5.1300,186247
2020-02-12,5.1800,5.2100,5.1700,5.1900,185664
2020-02-11,5.1500,5.1700,5.1500,5.1500,181144
2020-02-10,5.1100,5.1400,5.1000,5.1300,86615
2020-02-07,5.1000,5.1200,5.0900,5.0900,86696
2020-02-06,5.0700,5.1000,5.0700,5.0800,86676
2020-02-05,5.0200,5.0300,5.0000,5.0100,88377
2020-02-04,5.0300,5.0300,4.9600,4.9700,174297
2020-02-03,5.1200,5.1500,5.0600,5.0600,98924
2020-01-31,5.1800,5.1900,5.1000,5.1400,161166
2020-01-30,5.2100,5.4100,5.1800,5.3900,116525
2020-01-29,5.1500,5.2200,5.1500,5.1900,133173
2020-01-28,5.0900,5.1400,5.0800,5.1400,65235
2020-01-27,5.0900,5.0900,5.0500,5.0800,139431
2020-01-24,5.2000,5.2000,5.0600,5.0900,310529
2020-01-23,5.2500,5.2500,5.2100,5.2300,86437
2020-01-22,5.2200,5.2500,5.2100,5.2300,83926
2020-01-21,5.1900,5.1900,5.1600,5.1900,148507
2020-01-17,5.1600,5.1900,5.1600,5.1800,51087
2020-01-16,5.1400,5.1600,5.1000,5.1600,81393
2020-01-15,5.2300,5.2400,5.2100,5.2100,88361
2020-01-14,5.2900,5.3100,5.2600,5.2800,89130
2020-01-13,5.2700,5.3100,5.2400,5.3000,92114
2020-01-10,5.2700,5.3000,5.2500,5.2800,123047
2020-01-09,5.2500,5.2500,5.2200,5.2400,78228
2020-01-08,5.2000,5.2600,5.1900,5.2300,101896
2020-01-07,5.1400,5.1800,5.1200,5.1500,79225
2020-01-06,5.1100,5.1700,5.1100,5.1500,135138
2020-01-03,5.1200,5.1800,5.1000,5.1500,83135
2020-01-02,5.2100,5.2100,5.1800,5.2100,107102
